city,cloud,country,date,humidity,lat,lng,maxtemp,windspeed
Broome,75,US,4/23/2020,76,42.25,-75.83,51.8,5.82
Airai,92,TL,4/23/2020,68,-8.93,125.41,59.32,3.74
Port Alfred,91,ZA,4/23/2020,93,-33.59,26.89,64,3
Mossamedes,0,AO,4/23/2020,69,-15.2,12.15,74.66,9.86
Hay River,90,CA,4/23/2020,74,60.82,-115.8,30.2,11.41
Cap Malheureux,100,MU,4/23/2020,90,-19.98,57.61,75.99,1.01
Hithadhoo,89,MV,4/23/2020,70,-0.6,73.08,83.53,7.58
Pevek,96,RU,4/23/2020,90,69.7,170.31,20.07,8.48
Upernavik,46,GL,4/23/2020,93,72.79,-56.15,32.49,10.96
São Filipe,85,CV,4/23/2020,73,14.9,-24.5,71.37,16.22
Kawalu,86,ID,4/23/2020,80,-7.38,108.21,70.99,1.43
Khandyga,68,RU,4/23/2020,93,62.67,135.6,23.11,1.68
Yulara,0,AU,4/23/2020,37,-25.24,130.99,68,4.7
Manitouwadge,75,CA,4/23/2020,44,49.12,-85.84,39.2,6.93
Maragogi,45,BR,4/23/2020,80,-9.01,-35.22,79.92,9.6
Labuhan,100,ID,4/23/2020,85,-6.88,112.21,77.67,4.92
Ormara,0,PK,4/23/2020,59,25.21,64.64,80.76,13.82
Westport,90,US,4/23/2020,87,41.14,-73.36,50,16.11
Luwuk,91,ID,4/23/2020,70,-0.95,122.79,81.61,2.71
St. George's,75,GD,4/23/2020,78,12.06,-61.75,82.4,20.8
Berlevåg,90,NO,4/23/2020,100,70.86,29.09,32,50.55
Port Elizabeth,98,ZA,4/23/2020,88,-33.92,25.57,64.4,4.7
Valdivia,90,CL,4/23/2020,68,-39.81,-73.25,64.4,8.05
Tazovsky,27,RU,4/23/2020,95,67.47,78.7,18.12,11.07
Bosaso,25,SO,4/23/2020,70,11.28,49.18,84.85,4.09
Sørland,97,NO,4/23/2020,83,67.67,12.69,37.09,8.23
Asău,29,RO,4/23/2020,38,46.43,26.4,52,5.3
Zhigansk,98,RU,4/23/2020,95,66.77,123.37,28.13,3.89
Thompson,75,CA,4/23/2020,32,55.74,-97.86,39.2,3.36
Pisco,0,PE,4/23/2020,65,-13.7,-76.22,77,13.87
Kutum,17,SD,4/23/2020,12,14.2,24.67,70.32,6.49
Ilulissat,0,GL,4/23/2020,39,69.22,-51.1,48.2,5.82
Carutapera,100,BR,4/23/2020,82,-1.2,-46.02,79.84,2.77
São Borja,0,BR,4/23/2020,43,-28.66,-56,78.33,4
Kysyl-Syr,84,RU,4/23/2020,97,63.9,122.76,28.24,0.76
Kavieng,35,PG,4/23/2020,74,-2.57,150.8,83.7,5.77
Ukiah,1,US,4/23/2020,20,39.15,-123.21,82.4,11.41
Chiredzi,0,ZW,4/23/2020,60,-21.05,31.67,65.3,3.11
Bouna,60,CI,4/23/2020,68,9.27,-3,79.65,6.64
Alice Springs,0,AU,4/23/2020,39,-23.7,133.88,64.4,6.93
Esperance,75,AU,4/23/2020,93,-33.87,121.9,59,6.93
Fukuechō,0,JP,4/23/2020,66,32.69,128.84,58.87,19.28
Marrakesh,75,MA,4/23/2020,93,31.63,-8.01,51.8,18.34
Faya,20,SA,4/23/2020,72,18.39,42.45,66.2,4.7
Nyurba,97,RU,4/23/2020,88,63.28,118.33,33.39,3.87
Gubbi,90,IN,4/23/2020,58,13.31,76.94,73.4,5.7
Mayor Pablo Lagerenza,0,PY,4/23/2020,32,-19.93,-60.77,93.07,9.84
Tuatapere,38,NZ,4/23/2020,88,-46.13,167.68,50,5.01
Adré,1,TD,4/23/2020,10,13.47,22.2,77.16,8.97
Petropavlovsk-Kamchatskiy,90,RU,4/23/2020,91,53.05,158.65,35.6,6.71
Lüderitz,0,NA,4/23/2020,72,-26.65,15.16,66.2,4.7
Norman Wells,75,CA,4/23/2020,47,65.28,-126.83,12.2,14.99
Mar del Plata,75,AR,4/23/2020,88,-38,-57.56,66.2,8.05
Kaitangata,82,NZ,4/23/2020,75,-46.28,169.85,52,5.01
Hengshui,0,CN,4/23/2020,34,37.73,115.7,56.55,13.85
Aklavik,5,CA,4/23/2020,54,68.22,-135.01,5,5.82
Pervomayskoye,0,RU,4/23/2020,70,43.92,46.71,45.5,10.94
Uruaçu,99,BR,4/23/2020,79,-14.52,-49.14,73.9,2.62
Banda Aceh,49,ID,4/23/2020,79,5.56,95.32,79.75,7.02
Naifaru,100,MV,4/23/2020,73,5.44,73.37,83.79,6.02
Montauban,18,FR,4/23/2020,77,44.02,1.35,64,6.93
Whitehorse,90,CA,4/23/2020,39,60.72,-135.05,44.6,14.99
Nizhniy Kuranakh,100,RU,4/23/2020,80,58.84,125.49,33.87,3.15
Bilibino,52,RU,4/23/2020,84,68.05,166.44,25.29,0.6
Sioux Lookout,75,CA,4/23/2020,37,50.1,-91.92,53.6,10.29
Rāyagada,25,IN,4/23/2020,77,19.17,83.42,78.91,3.85
Krasnooktyabrskiy,4,RU,4/23/2020,68,44.93,38.37,46,1.3
Oriximiná,78,BR,4/23/2020,80,-1.77,-55.87,82.9,2.28
Lethem,94,GY,4/23/2020,34,3.38,-59.8,94.26,12.37
Vila Franca do Campo,20,PT,4/23/2020,82,37.72,-25.43,60.8,10.29
Narón,75,ES,4/23/2020,93,43.52,-8.15,59,4.7
Karasjok,75,NO,4/23/2020,93,69.47,25.51,32,56.37
Smolenka,4,RU,4/23/2020,58,52.14,113.5,24.8,2.24
Vitim,6,RU,4/23/2020,95,59.45,112.56,29.53,2.04
Sabha,38,LY,4/23/2020,24,27.04,14.43,76.08,7.07
Nikolskoye,75,RU,4/23/2020,64,59.7,30.79,37.4,6.71
Arco,95,IT,4/23/2020,76,45.92,10.89,52,5.99
Nizwá,0,OM,4/23/2020,17,22.93,57.53,83.86,5.86
Port-Gentil,20,GA,4/23/2020,83,-0.72,8.78,84.2,9.17
Oistins,40,BB,4/23/2020,58,13.07,-59.53,86,21.92
Safakulevo,45,RU,4/23/2020,83,54.99,62.54,32.22,9.13
Kamloops,75,CA,4/23/2020,39,50.67,-120.32,62.6,10.29
Narsaq,100,GL,4/23/2020,63,60.92,-46.05,43.05,2.42
Bethel,90,US,4/23/2020,87,41.37,-73.41,48.99,11.41
Innisfail,16,AU,4/23/2020,99,-17.53,146.03,60.01,5.91
Saskylakh,67,RU,4/23/2020,96,71.92,114.08,25.92,13.58
Forsytheganj,81,BY,4/23/2020,80,52.63,29.73,47.17,8.9
Nicoya,40,CR,4/23/2020,52,10.15,-85.45,91.4,17.22
Lyuban',99,BY,4/23/2020,81,52.8,28,48.06,6.49
Jalu,0,LY,4/23/2020,54,29.03,21.55,67.51,14.18
Pokhara,1,NP,4/23/2020,30,28.23,83.98,60.64,4.43
Fortuna,20,US,4/23/2020,72,40.6,-124.16,63,17.22
Arraial do Cabo,1,BR,4/23/2020,61,-22.97,-42.03,77,5.82
Kiruna,1,SE,4/23/2020,58,67.86,20.23,28.4,19.46
Longyearbyen,53,SJ,4/23/2020,49,78.22,15.64,23,6.93
Inhambane,20,MZ,4/23/2020,88,-23.86,35.38,73.4,7.16
El Sauce,73,NI,4/23/2020,31,12.89,-86.54,96.62,2.95
Tricase,5,IT,4/23/2020,87,39.93,18.36,55,2.24
Batemans Bay,30,AU,4/23/2020,100,-35.72,150.18,53.01,4.94
Santa Lucía,20,ES,4/23/2020,56,27.91,-15.54,68,16.11
Waipawa,100,NZ,4/23/2020,77,-41.41,175.52,60.01,20.8
Vila,99,PT,4/23/2020,89,42.03,-8.16,57,2.19
Henties Bay,74,NA,4/23/2020,95,-22.12,14.28,57.99,1.01
East London,74,ZA,4/23/2020,84,-33.02,27.91,67.35,3.49
Guánica,18,PR,4/23/2020,50,17.97,-66.91,87.01,7
Tena,40,EC,4/23/2020,66,-0.98,-77.82,87.8,1.12
Dingle,46,PH,4/23/2020,86,11,122.67,78.84,11.21
Hammerfest,75,NO,4/23/2020,92,70.66,23.68,32,43.62
Dorchester,75,US,4/23/2020,50,33.1,-80.38,79,9.17
Lakeway,1,US,4/23/2020,28,30.36,-97.98,96.01,11.41
Corn Island,96,NI,4/23/2020,78,12.17,-83.04,82.92,11.88
Husavik,40,IS,4/23/2020,75,66.04,-17.34,42.8,8.05
Francia,90,HN,4/23/2020,55,15.85,-85.58,89.38,16.26
Mahébourg,75,MU,4/23/2020,100,-20.41,57.7,75.2,3.36
Bereda,98,ES,4/23/2020,99,43.27,-7.54,59,3
Saldanha,1,ZA,4/23/2020,72,-33.01,17.94,62.6,5.82
Stillwater,1,US,4/23/2020,41,36.12,-97.06,78.8,10.29
Saint-Augustin,54,CA,4/23/2020,84,51.23,-58.65,34.7,20.74
Alto Araguaia,15,BR,4/23/2020,67,-17.31,-53.22,75.2,4.03
Thinadhoo,100,MV,4/23/2020,72,0.53,72.93,83.66,11.65
Adrar,98,MR,4/23/2020,16,20.5,-10.07,86.74,7.43
Jamestown,75,US,4/23/2020,62,42.1,-79.24,52,12.75
Berdigestyakh,41,RU,4/23/2020,96,62.1,126.7,25.65,4.36
Macklin,54,CA,4/23/2020,33,52.33,-109.93,54.63,14.85
Sambava,97,MG,4/23/2020,90,-14.27,50.17,75.24,9.26
Padang,100,ID,4/23/2020,78,-0.95,100.35,78.39,3.83
Wanning,100,CN,4/23/2020,89,18.8,110.4,72.39,12.28
San Ignacio,5,BZ,4/23/2020,40,17.16,-89.07,104,4.7
Katherine,17,AU,4/23/2020,78,-14.47,132.27,71.6,3.36
Sinnamary,91,GF,4/23/2020,77,5.38,-52.95,80.46,11.95
Walvis Bay,80,NA,4/23/2020,100,-22.96,14.51,57.99,2.24
Ambon City,40,ID,4/23/2020,88,-3.7,128.18,78.8,8.05
Cayenne,89,GF,4/23/2020,55,4.93,-52.33,86,12.75
Tual,56,ID,4/23/2020,76,-5.67,132.75,83.5,15.23
Bengkulu,99,ID,4/23/2020,84,-3.8,102.27,77.02,4.14
Los Llanos de Aridane,20,ES,4/23/2020,68,28.66,-17.92,66.2,12.75
Hofn,90,IS,4/23/2020,70,64.25,-15.21,42.8,8.05
Cherskiy,100,RU,4/23/2020,98,68.75,161.3,28.04,2.42
San Policarpo,1,PH,4/23/2020,81,12.18,125.51,81.59,11.79
Lichinga,11,MZ,4/23/2020,63,-13.31,35.24,56.32,2.01
Calbuco,75,CL,4/23/2020,77,-41.77,-73.13,60.8,14.99
Codrington,100,AU,4/23/2020,86,-38.27,141.97,55.29,13.76
San Cristobal,40,VE,4/23/2020,55,7.77,-72.22,89.6,12.75
Muros,92,ES,4/23/2020,82,42.78,-9.06,59,11.99
Barrow,1,US,4/23/2020,84,71.29,-156.79,1.4,17.22
Pampa,40,US,4/23/2020,32,35.54,-100.96,69.8,31.09
Trairi,84,BR,4/23/2020,81,-3.28,-39.27,79.79,4.99
San Fernando del Valle de Catamarca,37,AR,4/23/2020,52,-28.47,-65.79,91,2.8
Laguna,1,US,4/23/2020,22,38.42,-121.42,87.8,11.41
Florianópolis,7,BR,4/23/2020,61,-27.61,-48.5,79,12.75
Samagaltay,0,RU,4/23/2020,31,50.6,95,45.84,3.15
Richards Bay,21,ZA,4/23/2020,83,-28.78,32.04,71.44,6.8
Bud,90,US,4/23/2020,55,39.45,-86.18,70,2.21
Geraldton,40,AU,4/23/2020,82,-28.77,114.6,66.2,5.82
Camacha,40,PT,4/23/2020,63,33.08,-16.33,62.6,12.75
Ishigaki,97,JP,4/23/2020,70,24.34,124.16,69.66,14.72
Palauig,23,PH,4/23/2020,68,15.44,119.9,79.56,5.93
Molchanovo,100,RU,4/23/2020,91,57.58,83.77,45.95,5.55
Mount Gambier,100,AU,4/23/2020,93,-37.83,140.77,51.8,10.29
Lavrentiya,14,RU,4/23/2020,94,65.58,-171,26.8,7.99
Hasaki,20,JP,4/23/2020,100,35.73,140.83,39.2,1.12
Chicama,2,PE,4/23/2020,78,-7.84,-79.15,71.6,13.87
Taft,0,IR,4/23/2020,19,31.75,54.21,75.2,11.41
Balkhash,93,KZ,4/23/2020,53,46.84,74.98,63.32,5.68
Nishihara,1,JP,4/23/2020,67,26.18,127.76,62.6,4.7
Verkhnevilyuysk,85,RU,4/23/2020,96,63.45,120.32,29.95,3.49
Kiryat Gat,35,IL,4/23/2020,76,31.61,34.76,68,3
Nedumangād,75,IN,4/23/2020,79,8.6,77,84.2,5.82
Klaksvík,85,FO,4/23/2020,81,62.23,-6.59,44.6,8.05
La Romana,40,DO,4/23/2020,52,18.43,-68.97,89.6,18.34
Namtsy,66,RU,4/23/2020,74,62.72,129.67,28.4,6.71
Ruzhyn,100,UA,4/23/2020,53,49.72,29.2,51.19,6.35
Sur,59,OM,4/23/2020,59,22.57,59.53,84.4,9.01
Mackay,9,AU,4/23/2020,93,-21.15,149.2,62.6,5.82
Kumul,0,CN,4/23/2020,15,42.8,93.45,60.33,3.44
Hobart,75,AU,4/23/2020,76,-42.88,147.33,57,3.36
Gornopravdinsk,65,RU,4/23/2020,96,60.05,69.9,30.49,8.14
Acapulco de Juárez,40,MX,4/23/2020,78,16.86,-99.89,80.6,12.75
Aripuanã,99,BR,4/23/2020,92,-9.17,-60.63,77.97,1.9
Tete,3,MZ,4/23/2020,68,-16.16,33.59,70.48,4.32
Cândido Mendes,100,BR,4/23/2020,90,-1.45,-45.72,77.68,1.14
Sibolga,99,ID,4/23/2020,81,1.74,98.78,77.65,0.22
Kroonstad,93,ZA,4/23/2020,32,-27.65,27.23,64.42,1.21
Yangambi,8,CD,4/23/2020,62,0.81,24.43,76.21,1.34
Greenwood,40,US,4/23/2020,57,34.17,-82.12,77,9.17
Severo-Kuril'sk,76,RU,4/23/2020,94,50.68,156.12,32.4,15.88
Las Cruces,1,US,4/23/2020,12,32.31,-106.78,84.99,8.05
Ribeira Grande,40,PT,4/23/2020,82,38.52,-28.7,64.4,12.75
Samarai,95,PG,4/23/2020,83,-10.62,150.67,79.84,5.21
Greystones,10,IE,4/23/2020,82,53.14,-6.06,52,4.47
Paita,2,PE,4/23/2020,48,-5.09,-81.11,87.8,13.87
Hendrina,8,ZA,4/23/2020,37,-26.16,29.72,55.9,3.49
Vestmannaeyjar,100,IS,4/23/2020,91,63.44,-20.27,41.27,5.32
Lorengau,0,PG,4/23/2020,74,-2.02,147.27,82.62,1.9
Yangi Marg`ilon,100,UZ,4/23/2020,48,40.43,71.72,66.2,6.93
Aykhal,100,RU,4/23/2020,51,66,111.5,35.6,6.71
Hamilton,75,US,4/23/2020,52,39.18,-84.53,66.99,6.93
Srednekolymsk,100,RU,4/23/2020,97,67.45,153.68,25.02,0.98
Huarmey,33,PE,4/23/2020,60,-10.07,-78.15,76.44,9.44
Tegul'det,100,RU,4/23/2020,54,57.31,88.17,59.16,9.64
Phang Nga,20,TH,4/23/2020,94,8.45,98.53,78.8,4.7
Springdale,40,US,4/23/2020,60,36.19,-94.13,75.2,11.56
San Ramon,1,US,4/23/2020,28,37.78,-121.98,88,4.7
Marawi,75,PH,4/23/2020,88,8,124.29,78.01,5.99
Brae,100,GB,4/23/2020,81,60.4,-1.35,44.6,9.17
Evensk,0,RU,4/23/2020,91,61.95,159.23,25.63,7.31
Leningradskiy,0,RU,4/23/2020,93,69.38,178.42,21.43,5.64
Mpophomeni,83,ZA,4/23/2020,91,-29.57,30.19,66.99,2.64
Tautira,1,PF,4/23/2020,58,-17.73,-149.15,86,3.36
Sémbé,43,CG,4/23/2020,65,1.65,14.58,77.18,1.92
Susanville,40,US,4/23/2020,30,40.42,-120.65,69.8,6.93
Clyde River,75,CA,4/23/2020,85,70.47,-68.59,14,16.11
Charter Township of Clinton,90,US,4/23/2020,62,42.59,-82.92,55.99,9.17
Hohhot,0,CN,4/23/2020,19,40.81,111.65,44.6,15.66
Carupano,55,VE,4/23/2020,57,10.67,-63.26,85.69,12.48
Emerald,3,AU,4/23/2020,82,-23.53,148.17,64.4,4.7
Cidreira,68,BR,4/23/2020,79,-30.18,-50.21,70.68,14.99
Altay,0,CN,4/23/2020,23,47.87,88.12,54.14,8.19
New Norfolk,100,AU,4/23/2020,77,-42.78,147.06,57,4.07
Mogadishu,97,SO,4/23/2020,73,2.04,45.34,84.04,7.02
Ol'ga,79,RU,4/23/2020,79,43.74,135.29,37.13,5.53
Grand Gaube,100,MU,4/23/2020,90,-20.01,57.66,75.99,1.01
Jämsä,0,FI,4/23/2020,50,61.86,25.19,30.2,6.93
Kavaratti,100,IN,4/23/2020,62,10.57,72.64,85.17,4.12
Maïné Soroa,0,NE,4/23/2020,10,13.21,12.02,87.33,7.78
Tiébissou,75,CI,4/23/2020,83,7.16,-5.23,78.8,4.7
Eureka,20,US,4/23/2020,72,40.8,-124.16,66.99,17.22
Necochea,100,AR,4/23/2020,90,-38.55,-58.74,66.99,3
Makakilo City,90,US,4/23/2020,88,21.35,-158.09,78.8,6.93
Broken Hill,5,AU,4/23/2020,67,-31.95,141.43,60.8,10.29
Māgadi,40,IN,4/23/2020,83,12.97,77.23,77,9.17
Havøysund,75,NO,4/23/2020,74,71,24.66,33.8,33.33
Inyonga,50,TZ,4/23/2020,68,-6.72,32.07,64.98,2.57
Daru,99,PG,4/23/2020,82,-9.08,143.21,79.05,11.14
San Andrés,75,CO,4/23/2020,70,12.58,-81.7,86,10.29
Coquimbo,75,CL,4/23/2020,68,-29.95,-71.34,64.4,8.05
Fort Saint James,1,CA,4/23/2020,31,54.43,-124.25,55.29,6.15
Ipixuna,75,BR,4/23/2020,94,-1.76,-48.8,77,11.41
Sittwe,52,MM,4/23/2020,83,20.15,92.9,77.22,5.1
Gizo Government Station,47,SB,4/23/2020,78,-8.1,156.84,81.81,8.39
Teya,100,RU,4/23/2020,68,60.38,92.63,45.68,3.47
Beihai,100,CN,4/23/2020,86,21.48,109.1,61.57,15.17
Teguise,20,ES,4/23/2020,63,29.06,-13.56,66.2,10.29
Preobrazheniye,36,RU,4/23/2020,78,42.9,133.91,36.32,2.26
Mayo,90,US,4/23/2020,81,38.89,-76.51,55.99,6.93
Båtsfjord,90,NO,4/23/2020,100,70.63,29.72,28.4,50.55
Saýat,75,TM,4/23/2020,87,38.78,63.88,59,6.93
Russell,75,US,4/23/2020,53,32.35,-85.2,77,11.41
Half Moon Bay,20,US,4/23/2020,46,37.46,-122.43,82.99,18.34
Ségou,89,ML,4/23/2020,17,13.43,-6.22,95.83,8.81
Kibre Mengist,100,ET,4/23/2020,58,5.88,38.98,57.47,2.77
Mizhou,0,CN,4/23/2020,36,35.99,119.4,56.12,15.08
Serenje,20,ZM,4/23/2020,56,-13.23,30.24,57.33,2.73
Santiago del Estero,3,AR,4/23/2020,40,-27.8,-64.26,90.93,11.32
Petropavlivka,26,UA,4/23/2020,59,48.46,36.44,52,14.83
Mount Isa,0,AU,4/23/2020,27,-20.73,139.5,73.4,3.36
Louisville,75,US,4/23/2020,52,38.25,-85.76,70,6.93
Manbij,75,SY,4/23/2020,93,36.53,37.95,50,9.17
Aksarka,100,RU,4/23/2020,94,66.56,67.8,17.44,8.32
Esim,32,GH,4/23/2020,84,4.87,-2.24,81.14,9.93
Ancud,90,CL,4/23/2020,100,-41.87,-73.82,57,11.41
North Platte,40,US,4/23/2020,36,41.12,-100.77,64.4,16.11
Sitka,90,US,4/23/2020,93,57.05,-135.33,44.6,4.7
Blythe,1,US,4/23/2020,8,33.61,-114.6,96.8,13.87
Ucluelet,90,CA,4/23/2020,76,48.93,-125.55,53.6,11.41
Jumla,15,NP,4/23/2020,31,29.27,82.18,45.14,3.36
Ivanava,100,BY,4/23/2020,79,52.15,25.54,48.69,3.76
Dudinka,95,RU,4/23/2020,92,69.41,86.18,26.6,4.47
Papetoai,2,PF,4/23/2020,58,-17.5,-149.87,86,3.36
Gérardmer,100,FR,4/23/2020,48,48.07,6.88,62.6,5.82
Morris,90,US,4/23/2020,93,40.83,-74.53,51.8,4.7
Fond du Lac,90,US,4/23/2020,61,43.77,-88.44,51.01,5.82
Kenora,75,CA,4/23/2020,26,49.82,-94.43,60.8,11.41
Belmonte,40,BR,4/23/2020,65,-15.86,-38.88,77,9.17
Nemuro,89,JP,4/23/2020,80,43.32,145.57,38.3,10.13
Arlit,0,NE,4/23/2020,10,18.74,7.39,89.92,1.95
Porto-Novo,40,BJ,4/23/2020,83,6.5,2.6,84.2,11.41
Khabary,100,RU,4/23/2020,77,53.63,79.53,48.58,12.46
Ankazoabo,0,MG,4/23/2020,73,-22.28,44.52,68.9,2.21
Marabba,0,SD,4/23/2020,11,12.35,32.18,85.51,6.98
La Santisima Trinidad,75,BO,4/23/2020,83,-14.83,-64.9,82.4,3.36
Sinnai,14,IT,4/23/2020,87,39.3,9.2,61,6.93
Santiago de Cao,0,PE,4/23/2020,78,-7.96,-79.24,71.6,13.87
Bulgan,49,MN,4/23/2020,30,48.81,103.53,47.71,2.51
